time_s,speed_rpm,current_A,back_emf_V,T_em_Nm,T_fan_Nm,P_fan_out_W,P_copper_W,P_eddy_W,P_hysteresis_W,P_mec_W,P_in_W,efficiency
0.00000,0.04,0.40000,0.00000,0.012120,0.000000,0.000000,0.011844,0.000000,0.000000,0.000001,80.000000,0.0000
0.00010,0.13,0.79994,0.00013,0.024237,0.000000,0.000000,0.047369,0.000000,0.000000,0.000004,159.988102,0.0000
0.00020,0.26,1.19982,0.00041,0.036353,0.000000,0.000000,0.106564,0.000000,0.000001,0.000008,239.964254,0.0000
0.00030,0.43,1.59964,0.00081,0.048468,0.000000,0.000000,0.189419,0.000000,0.000001,0.000013,319.928402,0.0000
0.00040,0.64,1.99940,0.00136,0.060580,0.000000,0.000000,0.295923,0.000000,0.000002,0.000020,399.880493,0.0000
0.00050,0.90,2.39910,0.00204,0.072691,0.000000,0.000000,0.426065,0.000000,0.000003,0.000028,479.820474,0.0000
0.00060,1.20,2.79874,0.00286,0.084799,0.000000,0.000000,0.579834,0.000000,0.000004,0.000038,559.748292,0.0000
0.00070,1.55,3.19832,0.00382,0.096906,0.000000,0.000000,0.757219,0.000000,0.000005,0.000049,639.663893,0.0000
0.00080,1.94,3.59784,0.00491,0.109011,0.000000,0.000000,0.958210,0.000000,0.000006,0.000062,719.567225,0.0000
0.00090,2.37,3.99729,0.00615,0.121114,0.000000,0.000000,1.182795,0.000000,0.000007,0.000075,799.458235,0.0000
0.00100,2.84,4.39668,0.00751,0.133215,0.000000,0.000000,1.430964,0.000000,0.000009,0.000091,879.336870,0.0000
0.00110,3.36,4.79602,0.00902,0.145315,0.000000,0.000000,1.702704,0.000000,0.000011,0.000108,959.203076,0.0000
0.00120,3.92,5.19528,0.01066,0.157412,0.000000,0.000000,1.998005,0.000000,0.000012,0.000126,1039.056801,0.0000
0.00130,4.53,5.59449,0.01244,0.169508,0.000000,0.000000,2.316856,0.000000,0.000014,0.000146,1118.897991,0.0000
0.00140,5.17,5.99363,0.01436,0.181601,0.000000,0.000000,2.659245,0.000000,0.000016,0.000168,1198.726595,0.0000
0.00150,5.86,6.39271,0.01641,0.193693,0.000000,0.000000,3.025160,0.000000,0.000019,0.000191,1278.542558,0.0000
0.00160,6.60,6.79173,0.01860,0.205783,0.000000,0.000000,3.414591,0.000000,0.000021,0.000216,1358.345828,0.0000
0.00170,7.37,7.19068,0.02093,0.217871,0.000000,0.000000,3.827526,0.000000,0.000023,0.000242,1438.136352,0.0000
0.00180,8.19,7.58957,0.02340,0.229957,0.000000,0.000000,4.263953,0.000000,0.000026,0.000271,1517.914077,0.0000
0.00190,9.06,7.98839,0.02600,0.242041,0.000000,0.000000,4.723860,0.000000,0.000029,0.000301,1597.678950,0.0000
0.00200,9.96,8.38715,0.02874,0.254123,0.000000,0.000000,5.207236,0.000000,0.000031,0.000333,1677.430919,0.0000
0.00210,10.91,8.78585,0.03161,0.266203,0.000000,0.000000,5.714070,0.000000,0.000034,0.000367,1757.169930,0.0000
0.00220,11.91,9.18448,0.03463,0.278281,0.000000,0.000000,6.244348,0.000000,0.000038,0.000403,1836.895931,0.0000
0.00230,12.94,9.58304,0.03777,0.290357,0.000000,0.000000,6.798060,0.000000,0.000041,0.000440,1916.608869,0.0000
0.00240,14.02,9.98154,0.04106,0.302431,0.000000,0.000000,7.375193,0.000000,0.000044,0.000480,1996.308691,0.0000
0.00250,15.14,10.37998,0.04448,0.314503,0.000000,0.000000,7.975736,0.000000,0.000048,0.000522,2075.995345,0.0000
0.00260,16.31,10.77834,0.04804,0.326574,0.000000,0.000000,8.599676,0.000000,0.000051,0.000566,2155.668777,0.0000
0.00270,17.51,11.17664,0.05174,0.338642,0.000000,0.000001,9.247001,0.000000,0.000055,0.000613,2235.328935,0.0000
0.00280,18.77,11.57488,0.05557,0.350708,0.000000,0.000001,9.917699,0.000000,0.000059,0.000662,2314.975766,0.0000
0.00290,20.06,11.97305,0.05954,0.362772,0.000000,0.000001,10.611757,0.000000,0.000063,0.000713,2394.609218,0.0000
0.00300,21.40,12.37115,0.06365,0.374834,0.000000,0.000001,11.329164,0.000000,0.000068,0.000766,2474.229237,0.0000
0.00310,22.78,12.76918,0.06789,0.386894,0.000001,0.000001,12.069907,0.000000,0.000072,0.000822,2553.835772,0.0000
0.00320,24.20,13.16714,0.07227,0.398952,0.000001,0.000001,12.833974,0.000000,0.000076,0.000881,2633.428769,0.0000
0.00330,25.67,13.56504,0.07679,0.411008,0.000001,0.000002,13.621352,0.000000,0.000081,0.000943,2713.008176,0.0000
0.00340,27.18,13.96287,0.08144,0.423062,0.000001,0.000002,14.432028,0.000000,0.000086,0.001007,2792.573940,0.0000
0.00350,28.73,14.36063,0.08623,0.435113,0.000001,0.000002,15.265990,0.000000,0.000091,0.001074,2872.126009,0.0000
0.00360,30.32,14.75832,0.09115,0.447163,0.000001,0.000003,16.123226,0.000000,0.000096,0.001144,2951.664330,0.0000
0.00370,31.96,15.15594,0.09621,0.459211,0.000001,0.000003,17.003722,0.000000,0.000101,0.001217,3031.188851,0.0000
0.00380,33.64,15.55350,0.10141,0.471256,0.000001,0.000004,17.907466,0.000000,0.000106,0.001293,3110.699519,0.0000
0.00390,35.37,15.95098,0.10675,0.483300,0.000001,0.000005,18.834444,0.000000,0.000112,0.001372,3190.196281,0.0000
0.00400,37.14,16.34840,0.11222,0.495341,0.000001,0.000005,19.784645,0.000000,0.000117,0.001455,3269.679085,0.0000
0.00410,38.95,16.74574,0.11783,0.507380,0.000002,0.000006,20.758055,0.000000,0.000123,0.001541,3349.147878,0.0000
0.00420,40.80,17.14301,0.12357,0.519417,0.000002,0.000007,21.754660,0.000000,0.000129,0.001630,3428.602609,0.0000
0.00430,42.70,17.54022,0.12945,0.531452,0.000002,0.000008,22.774449,0.000000,0.000135,0.001723,3508.043224,0.0000
0.00440,44.63,17.93735,0.13547,0.543485,0.000002,0.000009,23.817407,0.000000,0.000141,0.001820,3587.469672,0.0000
0.00450,46.62,18.33441,0.14162,0.555515,0.000002,0.000011,24.883522,0.000000,0.000147,0.001921,3666.881899,0.0000
0.00460,48.64,18.73140,0.14791,0.567544,0.000002,0.000012,25.972780,0.000000,0.000154,0.002025,3746.279853,0.0000
0.00470,50.71,19.12832,0.15434,0.579570,0.000003,0.000014,27.085168,0.000000,0.000160,0.002134,3825.663483,0.0000
0.00480,52.82,19.52516,0.16090,0.591594,0.000003,0.000016,28.220673,0.000000,0.000167,0.002247,3905.032735,0.0000
0.00490,54.97,19.92194,0.16760,0.603616,0.000003,0.000018,29.379280,0.000000,0.000174,0.002364,3984.387557,0.0000
0.00500,57.17,20.31864,0.17443,0.615635,0.000003,0.000020,30.560978,0.000000,0.000181,0.002485,4063.727897,0.0000
0.00510,59.41,20.71527,0.18140,0.627653,0.000004,0.000022,31.765751,0.000000,0.000188,0.002611,4143.053703,0.0000
0.00520,61.69,21.11182,0.18851,0.639668,0.000004,0.000025,32.993587,0.000000,0.000195,0.002742,4222.364923,0.0000
0.00530,64.02,21.50831,0.19575,0.651681,0.000004,0.000028,34.244472,0.000000,0.000202,0.002877,4301.661503,0.0000
0.00540,66.39,21.90472,0.20313,0.663692,0.000004,0.000031,35.518391,0.000000,0.000210,0.003018,4380.943392,0.0000
0.00550,68.80,22.30105,0.21064,0.675701,0.000005,0.000035,36.815332,0.000000,0.000217,0.003163,4460.210538,0.0000
0.00560,71.25,22.69731,0.21829,0.687707,0.000005,0.000039,38.135280,0.000000,0.000225,0.003314,4539.462888,0.0000
0.00570,73.75,23.09350,0.22608,0.699711,0.000006,0.000043,39.478222,0.000000,0.000233,0.003469,4618.700391,0.0000
0.00580,76.29,23.48961,0.23400,0.711713,0.000006,0.000048,40.844143,0.000000,0.000241,0.003631,4697.922993,0.0000
0.00590,78.87,23.88565,0.24206,0.723713,0.000006,0.000053,42.233030,0.000000,0.000249,0.003797,4777.130643,0.0000
0.00600,81.50,24.28162,0.25025,0.735710,0.000007,0.000058,43.644868,0.000000,0.000257,0.003970,4856.323289,0.0000
0.00610,84.16,24.67750,0.25858,0.747705,0.000007,0.000064,45.079643,0.000000,0.000266,0.004148,4935.500879,0.0000
0.00620,86.88,25.07332,0.26705,0.759698,0.000008,0.000071,46.537342,0.000000,0.000274,0.004333,5014.663360,0.0000
0.00630,89.63,25.46905,0.27565,0.771688,0.000008,0.000078,48.017949,0.000000,0.000283,0.004524,5093.810680,0.0000
0.00640,92.43,25.86471,0.28439,0.783676,0.000009,0.000085,49.521450,0.000000,0.000292,0.004721,5172.942788,0.0000
0.00650,95.27,26.26030,0.29326,0.795662,0.000009,0.000093,51.047832,0.000000,0.000301,0.004924,5252.059631,0.0000
0.00660,98.15,26.65581,0.30227,0.807646,0.000010,0.000102,52.597079,0.000000,0.000310,0.005134,5331.161157,0.0000
0.00670,101.07,27.05124,0.31141,0.819627,0.000011,0.000112,54.169177,0.000000,0.000319,0.005351,5410.247315,0.0000
0.00680,104.04,27.44659,0.32069,0.831606,0.000011,0.000122,55.764112,0.000000,0.000329,0.005575,5489.318052,0.0000
0.00690,107.05,27.84187,0.33011,0.843582,0.000012,0.000133,57.381869,0.000000,0.000338,0.005806,5568.373316,0.0000
0.00700,110.10,28.23707,0.33966,0.855556,0.000013,0.000145,59.022434,0.000000,0.000348,0.006044,5647.413056,0.0000
0.00710,113.20,28.63219,0.34935,0.867528,0.000013,0.000158,60.685790,0.000000,0.000357,0.006290,5726.437219,0.0000
0.00720,116.34,29.02723,0.35917,0.879497,0.000014,0.000171,62.371925,0.000000,0.000367,0.006543,5805.445753,0.0000
0.00730,119.52,29.42219,0.36913,0.891465,0.000015,0.000186,64.080822,0.000000,0.000377,0.006804,5884.438607,0.0000
0.00740,122.74,29.81708,0.37922,0.903429,0.000016,0.000201,65.812468,0.000000,0.000388,0.007074,5963.415729,0.0000
0.00750,126.01,30.21189,0.38945,0.915391,0.000017,0.000218,67.566847,0.000000,0.000398,0.007351,6042.377066,0.0000
0.00760,129.32,30.60661,0.39981,0.927351,0.000017,0.000236,69.343944,0.000000,0.000408,0.007637,6121.322568,0.0000
0.00770,132.67,31.00126,0.41031,0.939309,0.000018,0.000255,71.143743,0.000000,0.000419,0.007931,6200.252182,0.0000
0.00780,136.06,31.39583,0.42095,0.951264,0.000019,0.000275,72.966231,0.000000,0.000430,0.008234,6279.165856,0.0000
0.00790,139.50,31.79032,0.43172,0.963216,0.000020,0.000297,74.811391,0.000000,0.000441,0.008546,6358.063539,0.0000
0.00800,142.98,32.18473,0.44262,0.975167,0.000021,0.000320,76.679209,0.000000,0.000452,0.008867,6436.945179,0.0000
0.00810,146.50,32.57905,0.45367,0.987114,0.000022,0.000344,78.569669,0.000000,0.000463,0.009197,6515.810724,0.0000
0.00820,150.07,32.97330,0.46484,0.999060,0.000024,0.000370,80.482756,0.000000,0.000474,0.009537,6594.660122,0.0000
0.00830,153.68,33.36747,0.47615,1.011003,0.000025,0.000397,82.418454,0.000000,0.000485,0.009886,6673.493322,0.0000
0.00840,157.33,33.76155,0.48760,1.022943,0.000026,0.000427,84.376748,0.000000,0.000497,0.010245,6752.310272,0.0000
0.00850,161.02,34.15555,0.49918,1.034881,0.000027,0.000458,86.357623,0.000000,0.000508,0.010615,6831.110920,0.0000
0.00860,164.75,34.54948,0.51090,1.046816,0.000028,0.000491,88.361062,0.000000,0.000520,0.010994,6909.895215,0.0000
0.00870,168.53,34.94332,0.52275,1.058749,0.000030,0.000525,90.387051,0.000000,0.000532,0.011385,6988.663105,0.0000
0.00880,172.35,35.33707,0.53474,1.070680,0.000031,0.000562,92.435573,0.000000,0.000544,0.011785,7067.414538,0.0000
0.00890,176.22,35.73075,0.54686,1.082608,0.000033,0.000601,94.506612,0.000000,0.000556,0.012197,7146.149463,0.0000
0.00900,180.12,36.12434,0.55912,1.094533,0.000034,0.000642,96.600154,0.000000,0.000569,0.012620,7224.867829,0.0000
0.00910,184.07,36.51785,0.57151,1.106456,0.000036,0.000686,98.716181,0.000000,0.000581,0.013055,7303.569583,0.0000
0.00920,188.06,36.91127,0.58404,1.118377,0.000037,0.000732,100.854679,0.000000,0.000594,0.013500,7382.254675,0.0000
0.00930,192.09,37.30462,0.59670,1.130294,0.000039,0.000780,103.015631,0.000000,0.000607,0.013958,7460.923052,0.0000
0.00940,196.17,37.69787,0.60950,1.142210,0.000040,0.000831,105.199021,0.000000,0.000619,0.014428,7539.574664,0.0000
0.00950,200.29,38.09105,0.62243,1.154123,0.000042,0.000885,107.404833,0.000000,0.000632,0.014910,7618.209458,0.0000
0.00960,204.45,38.48414,0.63550,1.166033,0.000044,0.000942,109.633050,0.000000,0.000646,0.015404,7696.827384,0.0000
0.00970,208.65,38.87714,0.64870,1.177941,0.000046,0.001002,111.883658,0.000000,0.000659,0.015911,7775.428389,0.0000
0.00980,212.90,39.27006,0.66204,1.189846,0.000048,0.001064,114.156639,0.000000,0.000672,0.016431,7854.012423,0.0000
0.00990,217.19,39.66290,0.67551,1.201748,0.000050,0.001130,116.451976,0.000000,0.000686,0.016964,7932.579434,0.0000
0.01000,221.52,40.05565,0.68912,1.213648,0.000052,0.001200,118.769655,0.000000,0.000700,0.017511,8011.129371,0.0000
0.01010,225.89,40.44831,0.70286,1.225545,0.000054,0.001273,121.109658,0.000000,0.000713,0.018071,8089.662182,0.0000
0.01020,230.31,40.84089,0.71673,1.237440,0.000056,0.001350,123.471968,0.000000,0.000727,0.018645,8168.177816,0.0000
0.01030,234.76,41.23338,0.73074,1.249332,0.000058,0.001430,125.856570,0.000000,0.000741,0.019234,8246.676221,0.0000
0.01040,239.26,41.62579,0.74489,1.261222,0.000060,0.001514,128.263447,0.000000,0.000756,0.019836,8325.157348,0.0000
0.01050,243.81,42.01811,0.75917,1.273109,0.000063,0.001603,130.692581,0.000000,0.000770,0.020454,8403.621143,0.0000
0.01060,248.39,42.41034,0.77358,1.284993,0.000065,0.001696,133.143957,0.000000,0.000784,0.021086,8482.067556,0.0000
0.01070,253.02,42.80248,0.78813,1.296875,0.000068,0.001793,135.617557,0.000000,0.000799,0.021733,8560.496536,0.0000
0.01080,257.69,43.19454,0.80281,1.308754,0.000070,0.001895,138.113365,0.000000,0.000814,0.022396,8638.908031,0.0000
0.01090,262.40,43.58651,0.81763,1.320630,0.000073,0.002001,140.631363,0.000000,0.000829,0.023074,8717.301991,0.0000
0.01100,267.16,43.97839,0.83258,1.332504,0.000076,0.002112,143.171536,0.000000,0.000844,0.023768,8795.678364,0.0000
0.01110,271.95,44.37019,0.84767,1.344375,0.000078,0.002229,145.733866,0.000000,0.000859,0.024479,8874.037098,0.0000
0.01120,276.79,44.76189,0.86289,1.356243,0.000081,0.002351,148.318335,0.000000,0.000874,0.025205,8952.378144,0.0000
0.01130,281.68,45.15351,0.87824,1.368108,0.000084,0.002478,150.924927,0.000000,0.000889,0.025949,9030.701449,0.0000
0.01140,286.60,45.54503,0.89373,1.379971,0.000087,0.002611,153.553625,0.000000,0.000905,0.026709,9109.006963,0.0000
0.01150,291.57,45.93647,0.90935,1.391832,0.000090,0.002750,156.204411,0.000000,0.000921,0.027487,9187.294634,0.0000
0.01160,296.57,46.32782,0.92511,1.403689,0.000093,0.002895,158.877268,0.000000,0.000937,0.028282,9265.564412,0.0000
0.01170,301.62,46.71908,0.94100,1.415544,0.000096,0.003047,161.572179,0.000000,0.000952,0.029095,9343.816246,0.0000
0.01180,306.72,47.11025,0.95703,1.427396,0.000100,0.003204,164.289127,0.000000,0.000969,0.029926,9422.050084,0.0000
0.01190,311.85,47.50133,0.97319,1.439245,0.000103,0.003369,167.028094,0.000000,0.000985,0.030776,9500.265875,0.0000
0.01200,317.03,47.89232,0.98948,1.451092,0.000107,0.003541,169.789062,0.000000,0.001001,0.031644,9578.463569,0.0000
0.01210,322.25,48.28322,1.00591,1.462936,0.000110,0.003719,172.572014,0.000000,0.001018,0.032531,9656.643115,0.0000
0.01220,327.51,48.67402,1.02247,1.474777,0.000114,0.003906,175.376932,0.000000,0.001034,0.033437,9734.804461,0.0000
0.01230,332.82,49.06474,1.03917,1.486615,0.000118,0.004100,178.203800,0.000000,0.001051,0.034363,9812.947557,0.0000
0.01240,338.16,49.45536,1.05600,1.498451,0.000121,0.004302,181.052598,0.000000,0.001068,0.035308,9891.072352,0.0000
0.01250,343.55,49.84589,1.07296,1.510283,0.000125,0.004512,183.923310,0.000000,0.001085,0.036273,9969.178795,0.0000
0.01260,348.98,50.23633,1.09006,1.522113,0.000129,0.004730,186.815918,0.000000,0.001102,0.037259,10047.266835,0.0000
0.01270,354.46,50.62668,1.10729,1.533940,0.000134,0.004957,189.730403,0.000000,0.001119,0.038266,10125.336422,0.0000
0.01280,359.97,51.01694,1.12466,1.545765,0.000138,0.005194,192.666747,0.000000,0.001137,0.039293,10203.387504,0.0000
0.01290,365.53,51.40710,1.14216,1.557586,0.000142,0.005439,195.624934,0.000000,0.001154,0.040342,10281.420031,0.0000
0.01300,371.13,51.79717,1.15979,1.569405,0.000147,0.005694,198.604944,0.000000,0.001172,0.041413,10359.433952,0.0000
0.01310,376.77,52.18715,1.17756,1.581221,0.000151,0.005960,201.606760,0.000000,0.001190,0.042505,10437.429216,0.0000
0.01320,382.45,52.57703,1.19546,1.593034,0.000156,0.006235,204.630364,0.000000,0.001208,0.043619,10515.405773,0.0000
0.01330,388.18,52.96682,1.21349,1.604844,0.000160,0.006520,207.675737,0.000000,0.001226,0.044756,10593.363572,0.0000
0.01340,393.95,53.35651,1.23166,1.616652,0.000165,0.006817,210.742861,0.000000,0.001244,0.045916,10671.302562,0.0000
0.01350,399.76,53.74611,1.24996,1.628456,0.000170,0.007125,213.831718,0.000000,0.001262,0.047099,10749.222693,0.0000
0.01360,405.61,54.13562,1.26840,1.640258,0.000175,0.007444,216.942289,0.000000,0.001281,0.048305,10827.123914,0.0000
0.01370,411.50,54.52503,1.28696,1.652057,0.000180,0.007775,220.074557,0.000000,0.001299,0.049535,10905.006174,0.0000
0.01380,417.44,54.91435,1.30567,1.663853,0.000186,0.008118,223.228502,0.000000,0.001318,0.050790,10982.869423,0.0000
0.01390,423.42,55.30357,1.32450,1.675646,0.000191,0.008473,226.404106,0.000000,0.001337,0.052068,11060.713610,0.0000
0.01400,429.44,55.69269,1.34347,1.687436,0.000197,0.008842,229.601351,0.000000,0.001356,0.053372,11138.538685,0.0000
0.01410,435.50,56.08172,1.36257,1.699223,0.000202,0.009223,232.820218,0.000001,0.001375,0.054700,11216.344597,0.0000
0.01420,441.61,56.47066,1.38181,1.711007,0.000208,0.009618,236.060688,0.000001,0.001395,0.056054,11294.131296,0.0000
0.01430,447.75,56.85949,1.40118,1.722789,0.000214,0.010028,239.322743,0.000001,0.001414,0.057434,11371.898731,0.0000
0.01440,453.94,57.24823,1.42068,1.734567,0.000220,0.010451,242.606363,0.000001,0.001433,0.058839,11449.646851,0.0000
0.01450,460.17,57.63688,1.44031,1.746343,0.000226,0.010889,245.911531,0.000001,0.001453,0.060272,11527.375607,0.0000
0.01460,466.44,58.02542,1.46008,1.758115,0.000232,0.011343,249.238227,0.000001,0.001473,0.061730,11605.084948,0.0000
0.01470,472.76,58.41387,1.47998,1.769885,0.000239,0.011812,252.586431,0.000001,0.001493,0.063216,11682.774824,0.0000
0.01480,479.11,58.80223,1.50002,1.781652,0.000245,0.012297,255.956126,0.000001,0.001513,0.064730,11760.445183,0.0000
0.01490,485.51,59.19048,1.52019,1.793415,0.000252,0.012799,259.347292,0.000001,0.001533,0.066271,11838.095977,0.0000
0.01500,491.95,59.57864,1.54049,1.805176,0.000258,0.013317,262.759910,0.000001,0.001554,0.067841,11915.727153,0.0000
0.01510,498.43,59.96669,1.56092,1.816934,0.000265,0.013853,266.193961,0.000001,0.001574,0.069439,11993.338663,0.0000
0.01520,504.96,60.35465,1.58149,1.828689,0.000272,0.014406,269.649426,0.000001,0.001595,0.071065,12070.930456,0.0000
0.01530,511.52,60.74251,1.60219,1.840440,0.000280,0.014978,273.126285,0.000001,0.001615,0.072721,12148.502482,0.0000
0.01540,518.13,61.13027,1.62302,1.852189,0.000287,0.015569,276.624520,0.000001,0.001636,0.074407,12226.054690,0.0000
0.01550,524.78,61.51794,1.64399,1.863935,0.000294,0.016179,280.144110,0.000001,0.001657,0.076122,12303.587030,0.0000
0.01560,531.47,61.90550,1.66508,1.875678,0.000302,0.016808,283.685037,0.000001,0.001678,0.077868,12381.099452,0.0000
0.01570,538.21,62.29296,1.68632,1.887418,0.000310,0.017458,287.247280,0.000001,0.001700,0.079644,12458.591906,0.0000
0.01580,544.98,62.68032,1.70768,1.899154,0.000318,0.018129,290.830821,0.000001,0.001721,0.081452,12536.064341,0.0000
0.01590,551.80,63.06758,1.72918,1.910888,0.000326,0.018820,294.435640,0.000001,0.001742,0.083290,12613.516709,0.0000
0.01600,558.66,63.45474,1.75081,1.922619,0.000334,0.019534,298.061717,0.000001,0.001764,0.085161,12690.948957,0.0000
0.01610,565.56,63.84181,1.77257,1.934346,0.000342,0.020270,301.709033,0.000001,0.001786,0.087064,12768.361037,0.0000
0.01620,572.50,64.22876,1.79446,1.946071,0.000351,0.021029,305.377568,0.000001,0.001808,0.088999,12845.752899,0.0000
0.01630,579.48,64.61562,1.81649,1.957792,0.000359,0.021811,309.067302,0.000001,0.001830,0.090967,12923.124491,0.0000
0.01640,586.51,65.00238,1.83865,1.969510,0.000368,0.022617,312.778215,0.000001,0.001852,0.092968,13000.475765,0.0000
0.01650,593.58,65.38903,1.86094,1.981226,0.000377,0.023448,316.510288,0.000001,0.001874,0.095003,13077.806670,0.0000
0.01660,600.69,65.77559,1.88337,1.992938,0.000386,0.024305,320.263500,0.000001,0.001897,0.097072,13155.117157,0.0000
0.01670,607.84,66.16204,1.90592,2.004647,0.000396,0.025187,324.037831,0.000001,0.001919,0.099175,13232.407174,0.0000
0.01680,615.03,66.54838,1.92861,2.016353,0.000405,0.026095,327.833262,0.000001,0.001942,0.101314,13309.676674,0.0000
0.01690,622.26,66.93463,1.95143,2.028056,0.000415,0.027030,331.649773,0.000001,0.001965,0.103487,13386.925605,0.0000
0.01700,629.54,67.32077,1.97439,2.039755,0.000425,0.027994,335.487343,0.000001,0.001988,0.105696,13464.153917,0.0000
0.01710,636.86,67.70681,1.99747,2.051452,0.000435,0.028985,339.345952,0.000001,0.002011,0.107941,13541.361561,0.0000
0.01720,644.22,68.09274,2.02069,2.063145,0.000445,0.030006,343.225580,0.000001,0.002034,0.110222,13618.548487,0.0000
0.01730,651.62,68.47857,2.04404,2.074836,0.000455,0.031056,347.126207,0.000001,0.002058,0.112540,13695.714646,0.0000
0.01740,659.06,68.86430,2.06753,2.086523,0.000466,0.032136,351.047811,0.000001,0.002081,0.114895,13772.859987,0.0000
0.01750,666.55,69.24992,2.09114,2.098207,0.000476,0.033248,354.990374,0.000001,0.002105,0.117288,13849.984460,0.0000
0.01760,674.07,69.63544,2.11489,2.109888,0.000487,0.034392,358.953874,0.000001,0.002129,0.119719,13927.088016,0.0000
0.01770,681.64,70.02085,2.13877,2.121565,0.000498,0.035567,362.938292,0.000001,0.002153,0.122188,14004.170606,0.0000
0.01780,689.25,70.40616,2.16278,2.133240,0.000510,0.036777,366.943605,0.000001,0.002177,0.124696,14081.232179,0.0000
0.01790,696.90,70.79136,2.18692,2.144911,0.000521,0.038020,370.969795,0.000001,0.002201,0.127243,14158.272685,0.0000
0.01800,704.59,71.17646,2.21120,2.156579,0.000533,0.039297,375.016839,0.000001,0.002225,0.129830,14235.292076,0.0000
0.01810,712.33,71.56145,2.23560,2.168244,0.000544,0.040611,379.084719,0.000001,0.002249,0.132457,14312.290301,0.0000
0.01820,720.10,71.94634,2.26014,2.179906,0.000556,0.041960,383.173412,0.000001,0.002274,0.135124,14389.267312,0.0000
0.01830,727.92,72.33112,2.28481,2.191564,0.000569,0.043347,387.282898,0.000001,0.002299,0.137832,14466.223057,0.0000
0.01840,735.78,72.71579,2.30962,2.203219,0.000581,0.044771,391.413156,0.000001,0.002323,0.140582,14543.157488,0.0000
0.01850,743.68,73.10035,2.33455,2.214871,0.000594,0.046234,395.564166,0.000001,0.002348,0.143373,14620.070556,0.0000
0.01860,751.62,73.48481,2.35962,2.226520,0.000606,0.047736,399.735906,0.000002,0.002373,0.146206,14696.962210,0.0000
0.01870,759.60,73.86916,2.38481,2.238166,0.000620,0.049279,403.928355,0.000002,0.002399,0.149082,14773.832402,0.0000
0.01880,767.62,74.25341,2.41014,2.249808,0.000633,0.050863,408.141492,0.000002,0.002424,0.152001,14850.681081,0.0000
0.01890,775.69,74.63754,2.43560,2.261447,0.000646,0.052489,412.375297,0.000002,0.002449,0.154963,14927.508199,0.0000
0.01900,783.80,75.02157,2.46119,2.273082,0.000660,0.054158,416.629748,0.000002,0.002475,0.157970,15004.313706,0.0000
0.01910,791.95,75.40549,2.48692,2.284715,0.000674,0.055871,420.904824,0.000002,0.002501,0.161020,15081.097552,0.0000
0.01920,800.14,75.78930,2.51277,2.296344,0.000688,0.057629,425.200503,0.000002,0.002527,0.164115,15157.859688,0.0000
0.01930,808.37,76.17300,2.53876,2.307970,0.000702,0.059432,429.516765,0.000002,0.002553,0.167256,15234.600065,0.0000
0.01940,816.64,76.55659,2.56488,2.319592,0.000717,0.061282,433.853588,0.000002,0.002579,0.170442,15311.318634,0.0000
0.01950,824.95,76.94008,2.59113,2.331211,0.000731,0.063180,438.210951,0.000002,0.002605,0.173674,15388.015345,0.0000
0.01960,833.31,77.32345,2.61751,2.342827,0.000746,0.065126,442.588831,0.000002,0.002631,0.176952,15464.690148,0.0000
0.01970,841.71,77.70671,2.64402,2.354440,0.000762,0.067121,446.987209,0.000002,0.002658,0.180278,15541.342996,0.0000
0.01980,850.15,78.08987,2.67066,2.366049,0.000777,0.069167,451.406062,0.000002,0.002685,0.183651,15617.973838,0.0000
0.01990,858.63,78.47291,2.69744,2.377655,0.000793,0.071265,455.845368,0.000002,0.002711,0.187072,15694.582625,0.0000
0.02000,867.15,78.85585,2.72434,2.389257,0.000808,0.073415,460.305106,0.000002,0.002738,0.190541,15771.169308,0.0000
0.02010,875.71,79.23867,2.75138,2.400856,0.000825,0.075619,464.785255,0.000002,0.002765,0.194059,15847.733838,0.0000
0.02020,884.31,79.62138,2.77854,2.412452,0.000841,0.077877,469.285792,0.000002,0.002793,0.197626,15924.276166,0.0000
0.02030,892.96,80.00398,2.80584,2.424045,0.000858,0.080191,473.806696,0.000002,0.002820,0.201243,16000.796243,0.0000
0.02040,901.64,80.38647,2.83327,2.435634,0.000874,0.082562,478.347945,0.000002,0.002847,0.204910,16077.294019,0.0000
0.02050,910.37,80.76885,2.86083,2.447219,0.000892,0.084991,482.909518,0.000002,0.002875,0.208628,16153.769446,0.0000
0.02060,919.14,81.15111,2.88852,2.458802,0.000909,0.087479,487.491391,0.000002,0.002902,0.212397,16230.222474,0.0000
0.02070,927.95,81.53327,2.91634,2.470381,0.000926,0.090027,492.093544,0.000002,0.002930,0.216217,16306.653054,0.0000
0.02080,936.80,81.91531,2.94430,2.481956,0.000944,0.092636,496.715953,0.000002,0.002958,0.220089,16383.061139,0.0000
0.02090,945.69,82.29723,2.97238,2.493528,0.000962,0.095308,501.358598,0.000002,0.002986,0.224014,16459.446677,0.0000
0.02100,954.62,82.67905,3.00059,2.505097,0.000981,0.098043,506.021456,0.000002,0.003015,0.227992,16535.809622,0.0000
0.02110,963.60,83.06075,3.02894,2.516662,0.000999,0.100843,510.704505,0.000002,0.003043,0.232024,16612.149923,0.0000
0.02120,972.61,83.44234,3.05741,2.528224,0.001018,0.103710,515.407722,0.000003,0.003071,0.236109,16688.467531,0.0000
0.02130,981.67,83.82381,3.08602,2.539782,0.001037,0.106643,520.131086,0.000003,0.003100,0.240248,16764.762399,0.0000
