time_s,speed_rpm,current_A,back_emf_V,T_em_Nm,T_fan_Nm,P_fan_out_W,P_copper_W,P_eddy_W,P_hysteresis_W,P_mec_W,P_in_W,efficiency
0.31070,80123.13,314.84057,254.19699,9.539371,7.038543,59056.716335,7337.690259,0.017222,0.253015,1410.372085,62968.113944,0.9379
0.31080,80131.44,314.68551,254.22342,9.534672,7.040007,59075.121592,7330.464416,0.017226,0.253041,1410.664705,62937.102155,0.9386
0.31090,80139.72,314.53042,254.24978,9.529973,7.041467,59093.481868,7323.240746,0.017229,0.253068,1410.956580,62906.084414,0.9394
0.31100,80147.99,314.37530,254.27607,9.525273,7.042923,59111.797155,7316.019259,0.017233,0.253094,1411.247709,62875.060749,0.9401
0.31110,80156.23,314.22016,254.30229,9.520573,7.044375,59130.067447,7308.799963,0.017236,0.253120,1411.538093,62844.031190,0.9409
0.31120,80164.45,314.06498,254.32844,9.515871,7.045824,59148.292736,7301.582867,0.017240,0.253146,1411.827731,62812.995765,0.9417
0.31130,80172.65,313.90977,254.35452,9.511168,7.047269,59166.473016,7294.367980,0.017244,0.253172,1412.116624,62781.954504,0.9424
0.31140,80180.82,313.75454,254.38053,9.506465,7.048710,59184.608279,7287.155310,0.017247,0.253197,1412.404772,62750.907434,0.9432
0.31150,80188.97,313.59927,254.40646,9.501760,7.050148,59202.698519,7279.944866,0.017251,0.253223,1412.692174,62719.854586,0.9439
0.31160,80197.11,313.44398,254.43233,9.497055,7.051582,59220.743730,7272.736658,0.017254,0.253249,1412.978832,62688.795987,0.9447
0.31170,80205.21,313.28866,254.45813,9.492349,7.053012,59238.743906,7265.530692,0.017258,0.253274,1413.264746,62657.731666,0.9454
0.31180,80213.30,313.13331,254.48386,9.487642,7.054438,59256.699039,7258.326979,0.017261,0.253300,1413.549914,62626.661652,0.9462
0.31190,80221.37,312.97793,254.50952,9.482934,7.055861,59274.609124,7251.125526,0.017265,0.253325,1413.834338,62595.585974,0.9469
0.31200,80229.41,312.82252,254.53512,9.478226,7.057280,59292.474154,7243.926343,0.017268,0.253351,1414.118018,62564.504661,0.9477
0.31210,80237.43,312.66709,254.56064,9.473516,7.058695,59310.294125,7236.729437,0.017271,0.253376,1414.400954,62533.417740,0.9485
0.31220,80245.43,312.51163,254.58609,9.468806,7.060107,59328.069029,7229.534818,0.017275,0.253401,1414.683145,62502.325242,0.9492
0.31230,80253.41,312.35614,254.61147,9.464095,7.061515,59345.798862,7222.342494,0.017278,0.253427,1414.964592,62471.227193,0.9500
0.31240,80261.37,312.20062,254.63678,9.459382,7.062919,59363.483618,7215.152473,0.017282,0.253452,1415.245296,62440.123624,0.9507
0.31250,80269.30,312.04507,254.66203,9.454670,7.064319,59381.123292,7207.964765,0.017285,0.253477,1415.525256,62409.014563,0.9515
0.31260,80277.21,311.88950,254.68720,9.449956,7.065716,59398.717877,7200.779377,0.017289,0.253502,1415.804472,62377.900038,0.9522
0.31270,80285.10,311.73390,254.71230,9.445241,7.067109,59416.267369,7193.596317,0.017292,0.253527,1416.082945,62346.780077,0.9530
0.31280,80292.97,311.57827,254.73734,9.440526,7.068498,59433.771764,7186.415596,0.017295,0.253551,1416.360675,62315.654711,0.9538
0.31290,80300.82,311.42262,254.76230,9.435810,7.069884,59451.231055,7179.237220,0.017299,0.253576,1416.637662,62284.523966,0.9545
0.31300,80308.64,311.26694,254.78720,9.431093,7.071266,59468.645238,7172.061199,0.017302,0.253601,1416.913906,62253.387871,0.9553
0.31310,80316.44,311.11123,254.81203,9.426375,7.072644,59486.014309,7164.887540,0.017305,0.253626,1417.189407,62222.246456,0.9560
0.31320,80324.22,310.95550,254.83678,9.421657,7.074018,59503.338263,7157.716253,0.017309,0.253650,1417.464165,62191.099748,0.9568
0.31330,80331.98,310.79974,254.86147,9.416937,7.075389,59520.617095,7150.547345,0.017312,0.253675,1417.738180,62159.947776,0.9575
0.31340,80339.72,310.64395,254.88609,9.412217,7.076756,59537.850802,7143.380825,0.017316,0.253699,1418.011454,62128.790568,0.9583
0.31350,80347.44,310.48814,254.91064,9.407496,7.078119,59555.039378,7136.216701,0.017319,0.253723,1418.283985,62097.628153,0.9591
0.31360,80355.13,310.33230,254.93512,9.402774,7.079479,59572.182820,7129.054982,0.017322,0.253748,1418.555774,62066.460559,0.9598
0.31370,80362.80,310.17644,254.95953,9.398052,7.080835,59589.281123,7121.895676,0.017325,0.253772,1418.826821,62035.287815,0.9606
0.31380,80370.45,310.02055,254.98388,9.393328,7.082187,59606.334285,7114.738791,0.017329,0.253796,1419.097126,62004.109949,0.9613
0.31390,80378.08,309.86463,255.00815,9.388604,7.083535,59623.342301,7107.584336,0.017332,0.253820,1419.366690,61972.926990,0.9621
0.31400,80385.69,309.70869,255.03235,9.383880,7.084880,59640.305167,7100.432318,0.017335,0.253844,1419.635512,61941.738965,0.9628
0.31410,80393.27,309.55273,255.05649,9.379154,7.086221,59657.222881,7093.282746,0.017339,0.253868,1419.903593,61910.545903,0.9636
0.31420,80400.84,309.39674,255.08056,9.374428,7.087559,59674.095438,7086.135628,0.017342,0.253892,1420.170933,61879.347833,0.9644
0.31430,80408.38,309.24072,255.10456,9.369701,7.088892,59690.922835,7078.990973,0.017345,0.253916,1420.437532,61848.144782,0.9651
0.31440,80415.90,309.08468,255.12848,9.364973,7.090222,59707.705070,7071.848789,0.017348,0.253940,1420.703390,61816.936779,0.9659
0.31450,80423.40,308.92862,255.15235,9.360244,7.091548,59724.442139,7064.709083,0.017352,0.253963,1420.968508,61785.723852,0.9666
0.31460,80430.87,308.77253,255.17614,9.355515,7.092871,59741.134040,7057.571864,0.017355,0.253987,1421.232885,61754.506030,0.9674
0.31470,80438.33,308.61642,255.19986,9.350785,7.094190,59757.780769,7050.437140,0.017358,0.254011,1421.496521,61723.283340,0.9682
0.31480,80445.76,308.46028,255.22351,9.346054,7.095505,59774.382324,7043.304920,0.017361,0.254034,1421.759418,61692.055812,0.9689
0.31490,80453.17,308.30412,255.24710,9.341322,7.096816,59790.938702,7036.175210,0.017364,0.254057,1422.021575,61660.823472,0.9697
0.31500,80460.56,308.14793,255.27062,9.336590,7.098124,59807.449901,7029.048021,0.017368,0.254081,1422.282991,61629.586350,0.9704
0.31510,80467.93,307.99172,255.29406,9.331857,7.099428,59823.915919,7021.923359,0.017371,0.254104,1422.543668,61598.344472,0.9712
0.31520,80475.28,307.83549,255.31744,9.327123,7.100729,59840.336753,7014.801232,0.017374,0.254127,1422.803606,61567.097869,0.9720
0.31530,80482.60,307.67923,255.34075,9.322389,7.102025,59856.712401,7007.681649,0.017377,0.254150,1423.062804,61535.846567,0.9727
0.31540,80489.91,307.52295,255.36400,9.317654,7.103318,59873.042862,7000.564617,0.017380,0.254173,1423.321263,61504.590595,0.9735
0.31550,80497.19,307.36665,255.38717,9.312918,7.104608,59889.328133,6993.450146,0.017383,0.254196,1423.578984,61473.329980,0.9742
0.31560,80504.45,307.21032,255.41028,9.308181,7.105893,59905.568213,6986.338241,0.017387,0.254219,1423.835965,61442.064751,0.9750
0.31570,80511.69,307.05397,255.43331,9.303444,7.107175,59921.763100,6979.228913,0.017390,0.254242,1424.092208,61410.794937,0.9758
0.31580,80518.91,306.89760,255.45628,9.298706,7.108453,59937.912792,6972.122168,0.017393,0.254265,1424.347712,61379.520564,0.9765
0.31590,80526.10,306.74121,255.47918,9.293968,7.109728,59954.017289,6965.018015,0.017396,0.254288,1424.602479,61348.241661,0.9773
0.31600,80533.28,306.58479,255.50202,9.289228,7.110999,59970.076589,6957.916461,0.017399,0.254310,1424.856507,61316.958256,0.9780
0.31610,80540.43,306.42835,255.52478,9.284488,7.112266,59986.090691,6950.817514,0.017402,0.254333,1425.109797,61285.670377,0.9788
0.31620,80547.56,306.27189,255.54748,9.279748,7.113529,60002.059593,6943.721183,0.017405,0.254355,1425.362350,61254.378052,0.9796
0.31630,80554.67,306.11541,255.57010,9.275006,7.114789,60017.983296,6936.627474,0.017408,0.254378,1425.614165,61223.081308,0.9803
0.31640,80561.76,305.95890,255.59266,9.270264,7.116045,60033.861797,6929.536397,0.017411,0.254400,1425.865242,61191.780174,0.9811
0.31650,80568.83,305.80237,255.61515,9.265522,7.117298,60049.695097,6922.447959,0.017414,0.254423,1426.115583,61160.474678,0.9818
0.31660,80575.87,305.64582,255.63758,9.260778,7.118547,60065.483195,6915.362167,0.017417,0.254445,1426.365187,61129.164847,0.9826
0.31670,80582.90,305.48925,255.65993,9.256035,7.119792,60081.226090,6908.279029,0.017420,0.254467,1426.614053,61097.850710,0.9834
0.31680,80589.90,305.33266,255.68222,9.251290,7.121033,60096.923782,6901.198554,0.017424,0.254489,1426.862184,61066.532294,0.9841
0.31690,80596.88,305.17605,255.70444,9.246545,7.122271,60112.576271,6894.120749,0.017427,0.254511,1427.109578,61035.209627,0.9849
0.31700,80603.84,305.01941,255.72659,9.241799,7.123505,60128.183556,6887.045622,0.017430,0.254533,1427.356235,61003.882736,0.9856
0.31710,80610.78,304.86276,255.74867,9.237052,7.124735,60143.745638,6879.973180,0.017433,0.254555,1427.602157,60972.551651,0.9864
0.31720,80617.70,304.70608,255.77069,9.232305,7.125962,60159.262518,6872.903431,0.017436,0.254577,1427.847343,60941.216397,0.9872
0.31730,80624.59,304.54939,255.79264,9.227557,7.127185,60174.734194,6865.836384,0.017439,0.254599,1428.091794,60909.877004,0.9879
0.31740,80631.47,304.39267,255.81452,9.222809,7.128404,60190.160667,6858.772045,0.017441,0.254620,1428.335508,60878.533499,0.9887
0.31750,80638.32,304.23593,255.83633,9.218060,7.129620,60205.541939,6851.710422,0.017444,0.254642,1428.578488,60847.185909,0.9895
0.31760,80645.15,304.07917,255.85807,9.213310,7.130832,60220.878009,6844.651523,0.017447,0.254664,1428.820733,60815.834262,0.9902
0.31770,80651.96,303.92239,255.87975,9.208560,7.132040,60236.168878,6837.595356,0.017450,0.254685,1429.062243,60784.478587,0.9910
0.31780,80658.75,303.76559,255.90136,9.203809,7.133245,60251.414547,6830.541928,0.017453,0.254707,1429.303018,60753.118910,0.9917
0.31790,80665.52,303.60878,255.92290,9.199058,7.134446,60266.615017,6823.491247,0.017456,0.254728,1429.543059,60721.755259,0.9925
0.31800,80672.27,303.45194,255.94437,9.194306,7.135643,60281.770289,6816.443321,0.017459,0.254749,1429.782366,60690.387663,0.9933
0.31810,80678.99,303.29508,255.96578,9.189553,7.136837,60296.880363,6809.398156,0.017462,0.254770,1430.020938,60659.016148,0.9940
0.31820,80685.70,303.13820,255.98712,9.184800,7.138027,60311.945243,6802.355761,0.017465,0.254792,1430.258777,60627.640742,0.9948
0.31830,80692.38,302.98131,256.00839,9.180046,7.139213,60326.964928,6795.316143,0.017468,0.254813,1430.495883,60596.261472,0.9956
0.31840,80699.04,302.82439,256.02959,9.175292,7.140396,60341.939420,6788.279310,0.017471,0.254834,1430.732255,60564.878367,0.9963
0.31850,80705.68,302.66746,256.05073,9.170537,7.141575,60356.868721,6781.245268,0.017474,0.254855,1430.967893,60533.491454,0.9971
0.31860,80712.30,302.51050,256.07180,9.165781,7.142750,60371.752832,6774.214027,0.017476,0.254876,1431.202799,60502.100760,0.9978
0.31870,80718.90,302.35353,256.09280,9.161025,7.143922,60386.591756,6767.185592,0.017479,0.254896,1431.436972,60470.706313,0.9986
0.31880,80725.47,302.19654,256.11373,9.156268,7.145090,60401.385494,6760.159972,0.017482,0.254917,1431.670413,60439.308140,0.9994
0.31890,80732.03,302.03953,256.13460,9.151511,7.146254,60416.134048,6753.137174,0.017485,0.254938,1431.903121,60407.906269,1.0000
0.31900,80738.56,301.88250,256.15540,9.146753,7.147415,60430.837421,6746.117206,0.017488,0.254959,1432.135097,60376.500727,1.0000
0.31910,80745.08,301.72546,256.17613,9.141995,7.148572,60445.495614,6739.100074,0.017491,0.254979,1432.366341,60345.091542,1.0000
0.31920,80751.57,301.56839,256.19680,9.137236,7.149725,60460.108631,6732.085786,0.017493,0.255000,1432.596854,60313.678740,1.0000
0.31930,80758.04,301.41131,256.21740,9.132477,7.150875,60474.676473,6725.074350,0.017496,0.255020,1432.826635,60282.262350,1.0000
0.31940,80764.49,301.25421,256.23793,9.127717,7.152021,60489.199144,6718.065773,0.017499,0.255040,1433.055685,60250.842399,1.0000
0.31950,80770.92,301.09709,256.25839,9.122956,7.153163,60503.676645,6711.060062,0.017502,0.255061,1433.284004,60219.418914,1.0000
0.31960,80777.32,300.93996,256.27879,9.118195,7.154302,60518.108981,6704.057225,0.017505,0.255081,1433.511592,60187.991923,1.0000
0.31970,80783.71,300.78281,256.29912,9.113434,7.155437,60532.496153,6697.057269,0.017507,0.255101,1433.738449,60156.561452,1.0000
0.31980,80790.08,300.62564,256.31938,9.108672,7.156569,60546.838165,6690.060201,0.017510,0.255121,1433.964576,60125.127529,1.0000
0.31990,80796.42,300.46845,256.33958,9.103909,7.157696,60561.135020,6683.066028,0.017513,0.255141,1434.189973,60093.690182,1.0000
0.32000,80802.74,300.31125,256.35971,9.099146,7.158820,60575.386721,6676.074758,0.017516,0.255161,1434.414640,60062.249438,1.0000
0.32010,80809.05,300.15403,256.37977,9.094382,7.159941,60589.593272,6669.086398,0.017518,0.255181,1434.638578,60030.805323,1.0000
0.32020,80815.33,299.99679,256.39976,9.089618,7.161058,60603.754676,6662.100955,0.017521,0.255201,1434.861786,59999.357865,1.0000
0.32030,80821.59,299.83954,256.41969,9.084853,7.162171,60617.870937,6655.118437,0.017524,0.255221,1435.084265,59967.907092,1.0000
0.32040,80827.82,299.68227,256.43955,9.080088,7.163281,60631.942058,6648.138850,0.017527,0.255240,1435.306015,59936.453030,1.0000
0.32050,80834.04,299.52498,256.45935,9.075323,7.164387,60645.968043,6641.162202,0.017529,0.255260,1435.527036,59904.995707,1.0000
0.32060,80840.24,299.36768,256.47908,9.070557,7.165489,60659.948897,6634.188500,0.017532,0.255280,1435.747328,59873.535150,1.0000
0.32070,80846.42,299.21036,256.49874,9.065790,7.166588,60673.884623,6627.217751,0.017535,0.255299,1435.966892,59842.071385,1.0000
0.32080,80852.57,299.05302,256.51834,9.061023,7.167683,60687.775226,6620.249962,0.017537,0.255319,1436.185729,59810.604441,1.0000
0.32090,80858.70,298.89567,256.53786,9.056255,7.168774,60701.620709,6613.285140,0.017540,0.255338,1436.403837,59779.134344,1.0000
0.32100,80864.82,298.73831,256.55733,9.051487,7.169862,60715.421077,6606.323293,0.017543,0.255357,1436.621218,59747.661121,1.0000
0.32110,80870.91,298.58092,256.57672,9.046719,7.170946,60729.176335,6599.364427,0.017545,0.255377,1436.837871,59716.184799,1.0000
0.32120,80876.98,298.42353,256.59605,9.041950,7.172026,60742.886487,6592.408549,0.017548,0.255396,1437.053798,59684.705406,1.0000
0.32130,80883.03,298.26611,256.61531,9.037180,7.173103,60756.551538,6585.455667,0.017550,0.255415,1437.268997,59653.222968,1.0000
0.32140,80889.06,298.10869,256.63451,9.032410,7.174177,60770.171493,6578.505788,0.017553,0.255434,1437.483470,59621.737513,1.0000
0.32150,80895.07,297.95125,256.65364,9.027640,7.175246,60783.746356,6571.558918,0.017556,0.255453,1437.697217,59590.249066,1.0000
0.32160,80901.05,297.79379,256.67271,9.022869,7.176312,60797.276133,6564.615065,0.017558,0.255472,1437.910237,59558.757656,1.0000
0.32170,80907.02,297.63632,256.69170,9.018098,7.177374,60810.760829,6557.674235,0.017561,0.255491,1438.122532,59527.263310,1.0000
0.32180,80912.97,297.47883,256.71063,9.013326,7.178433,60824.200448,6550.736436,0.017563,0.255509,1438.334100,59495.766053,1.0000
0.32190,80918.89,297.32133,256.72950,9.008554,7.179488,60837.594997,6543.801674,0.017566,0.255528,1438.544944,59464.265914,1.0000
0.32200,80924.80,297.16381,256.74830,9.003782,7.180540,60850.944481,6536.869956,0.017569,0.255547,1438.755062,59432.762918,1.0000
0.32210,80930.68,297.00629,256.76703,8.999009,7.181588,60864.248906,6529.941290,0.017571,0.255565,1438.964455,59401.257094,1.0000
0.32220,80936.54,296.84874,256.78570,8.994235,7.182632,60877.508276,6523.015682,0.017574,0.255584,1439.173124,59369.748467,1.0000
0.32230,80942.38,296.69119,256.80430,8.989461,7.183672,60890.722599,6516.093139,0.017576,0.255602,1439.381069,59338.237065,1.0000
0.32240,80948.20,296.53361,256.82283,8.984687,7.184709,60903.891879,6509.173667,0.017579,0.255621,1439.588289,59306.722914,1.0000
0.32250,80954.00,296.37603,256.84130,8.979912,7.185743,60917.016123,6502.257275,0.017581,0.255639,1439.794785,59275.206041,1.0000
0.32260,80959.78,296.21843,256.85971,8.975137,7.186773,60930.095337,6495.343968,0.017584,0.255657,1440.000558,59243.686473,1.0000
0.32270,80965.54,296.06082,256.87804,8.970362,7.187799,60943.129526,6488.433753,0.017586,0.255675,1440.205607,59212.164237,1.0000
0.32280,80971.28,295.90320,256.89631,8.965586,7.188821,60956.118699,6481.526638,0.017589,0.255693,1440.409933,59180.639359,1.0000
0.32290,80977.00,295.74556,256.91452,8.960810,7.189840,60969.062860,6474.622628,0.017591,0.255712,1440.613536,59149.111867,1.0000
0.32300,80982.69,295.58791,256.93266,8.956033,7.190856,60981.962016,6467.721731,0.017594,0.255730,1440.816417,59117.581786,1.0000
0.32310,80988.37,295.43025,256.95073,8.951256,7.191867,60994.816175,6460.823953,0.017596,0.255747,1441.018575,59086.049144,1.0000
0.32320,80994.02,295.27257,256.96874,8.946479,7.192875,61007.625342,6453.929302,0.017599,0.255765,1441.220011,59054.513967,1.0000
0.32330,80999.66,295.11488,256.98668,8.941701,7.193880,61020.389525,6447.037784,0.017601,0.255783,1441.420725,59022.976282,1.0000
0.32340,81005.27,294.95718,257.00456,8.936923,7.194881,61033.108730,6440.149404,0.017604,0.255801,1441.620718,58991.436115,1.0000
0.32350,81010.86,294.79947,257.02237,8.932144,7.195878,61045.782965,6433.264172,0.017606,0.255818,1441.819989,58959.893494,1.0000
0.32360,81016.44,294.64174,257.04011,8.927365,7.196872,61058.412237,6426.382092,0.017608,0.255836,1442.018539,58928.348444,1.0000
0.32370,81021.99,294.48400,257.05779,8.922586,7.197862,61070.996552,6419.503171,0.017611,0.255854,1442.216369,58896.800992,1.0000
0.32380,81027.52,294.32626,257.07541,8.917806,7.198848,61083.535920,6412.627417,0.017613,0.255871,1442.413478,58865.251166,1.0000
0.32390,81033.03,294.16849,257.09296,8.913026,7.199831,61096.030346,6405.754836,0.017616,0.255888,1442.609867,58833.698990,1.0000
0.32400,81038.52,294.01072,257.11044,8.908246,7.200810,61108.479838,6398.885433,0.017618,0.255906,1442.805535,58802.144493,1.0000
0.32410,81043.99,293.85294,257.12786,8.903465,7.201786,61120.884405,6392.019217,0.017620,0.255923,1443.000484,58770.587700,1.0000
0.32420,81049.44,293.69514,257.14521,8.898684,7.202758,61133.244054,6385.156193,0.017623,0.255940,1443.194714,58739.028638,1.0000
0.32430,81054.86,293.53734,257.16250,8.893903,7.203727,61145.558792,6378.296369,0.017625,0.255957,1443.388224,58707.467333,1.0000
0.32440,81060.27,293.37952,257.17972,8.889121,7.204692,61157.828629,6371.439749,0.017627,0.255974,1443.581016,58675.903812,1.0000
0.32450,81065.66,293.22169,257.19688,8.884339,7.205653,61170.053571,6364.586342,0.017630,0.255991,1443.773089,58644.338101,1.0000
0.32460,81071.02,293.06385,257.21397,8.879557,7.206611,61182.233627,6357.736154,0.017632,0.256008,1443.964443,58612.770226,1.0000
0.32470,81076.37,292.90600,257.23100,8.874774,7.207565,61194.368806,6350.889190,0.017634,0.256025,1444.155079,58581.200215,1.0000
0.32480,81081.69,292.74814,257.24796,8.869991,7.208515,61206.459116,6344.045458,0.017637,0.256042,1444.344998,58549.628093,1.0000
0.32490,81087.00,292.59027,257.26486,8.865208,7.209462,61218.504566,6337.204964,0.017639,0.256059,1444.534199,58518.053886,1.0000
0.32500,81092.28,292.43239,257.28169,8.860424,7.210406,61230.505163,6330.367715,0.017641,0.256076,1444.722683,58486.477622,1.0000
0.32510,81097.55,292.27450,257.29845,8.855640,7.211345,61242.460917,6323.533716,0.017644,0.256092,1444.910449,58454.899326,1.0000
0.32520,81102.79,292.11660,257.31516,8.850856,7.212282,61254.371837,6316.702974,0.017646,0.256109,1445.097499,58423.319024,1.0000
0.32530,81108.01,291.95868,257.33179,8.846071,7.213214,61266.237931,6309.875496,0.017648,0.256125,1445.283833,58391.736743,1.0000
0.32540,81113.22,291.80076,257.34836,8.841286,7.214143,61278.059209,6303.051288,0.017651,0.256142,1445.469451,58360.152510,1.0000
0.32550,81118.40,291.64283,257.36487,8.836501,7.215069,61289.835680,6296.230356,0.017653,0.256158,1445.654352,58328.566350,1.0000
0.32560,81123.56,291.48489,257.38131,8.831716,7.215991,61301.567352,6289.412707,0.017655,0.256174,1445.838538,58296.978289,1.0000
0.32570,81128.70,291.32694,257.39769,8.826930,7.216909,61313.254236,6282.598347,0.017657,0.256191,1446.022009,58265.388354,1.0000
0.32580,81133.82,291.16898,257.41400,8.822144,7.217824,61324.896341,6275.787282,0.017659,0.256207,1446.204765,58233.796571,1.0000
0.32590,81138.92,291.01101,257.43025,8.817358,7.218735,61336.493675,6268.979518,0.017662,0.256223,1446.386806,58202.202967,1.0000
0.32600,81144.00,290.85304,257.44643,8.812571,7.219643,61348.046250,6262.175062,0.017664,0.256239,1446.568133,58170.607566,1.0000
0.32610,81149.06,290.69505,257.46255,8.807784,7.220547,61359.554074,6255.373921,0.017666,0.256255,1446.748745,58139.010396,1.0000
0.32620,81154.10,290.53706,257.47860,8.802997,7.221447,61371.017158,6248.576099,0.017668,0.256271,1446.928644,58107.411482,1.0000
0.32630,81159.12,290.37905,257.49459,8.798210,7.222344,61382.435511,6241.781604,0.017671,0.256287,1447.107829,58075.810851,1.0000
0.32640,81164.12,290.22104,257.51052,8.793422,7.223237,61393.809144,6234.990442,0.017673,0.256302,1447.286301,58044.208528,1.0000
0.32650,81169.10,290.06302,257.52638,8.788634,7.224127,61405.138067,6228.202619,0.017675,0.256318,1447.464060,58012.604540,1.0000
0.32660,81174.05,289.90499,257.54217,8.783846,7.225013,61416.422289,6221.418140,0.017677,0.256334,1447.641106,57980.998913,1.0000
0.32670,81178.99,289.74696,257.55791,8.779058,7.225896,61427.661821,6214.637013,0.017679,0.256349,1447.817439,57949.391672,1.0000
0.32680,81183.91,289.58891,257.57357,8.774269,7.226775,61438.856675,6207.859243,0.017681,0.256365,1447.993061,57917.782844,1.0000
0.32690,81188.81,289.43086,257.58917,8.769480,7.227651,61450.006859,6201.084837,0.017683,0.256380,1448.167971,57886.172455,1.0000
0.32700,81193.68,289.27280,257.60471,8.764691,7.228523,61461.112385,6194.313800,0.017686,0.256396,1448.342169,57854.560530,1.0000
0.32710,81198.54,289.11474,257.62019,8.759902,7.229391,61472.173264,6187.546139,0.017688,0.256411,1448.515657,57822.947096,1.0000
0.32720,81203.38,288.95666,257.63560,8.755113,7.230256,61483.189507,6180.781860,0.017690,0.256426,1448.688433,57791.332178,1.0000
0.32730,81208.19,288.79858,257.65094,8.750323,7.231117,61494.161124,6174.020968,0.017692,0.256442,1448.860499,57759.715802,1.0000
0.32740,81212.99,288.64049,257.66622,8.745533,7.231975,61505.088126,6167.263470,0.017694,0.256457,1449.031854,57728.097995,1.0000
0.32750,81217.77,288.48239,257.68144,8.740743,7.232830,61515.970525,6160.509372,0.017696,0.256472,1449.202499,57696.478781,1.0000
0.32760,81222.52,288.32429,257.69660,8.735952,7.233680,61526.808332,6153.758680,0.017698,0.256487,1449.372435,57664.858188,1.0000
0.32770,81227.26,288.16618,257.71168,8.731162,7.234527,61537.601558,6147.011400,0.017700,0.256502,1449.541662,57633.236240,1.0000
0.32780,81231.97,288.00806,257.72671,8.726371,7.235371,61548.350215,6140.267537,0.017702,0.256517,1449.710179,57601.612963,1.0000
0.32790,81236.67,287.84994,257.74167,8.721580,7.236211,61559.054314,6133.527098,0.017704,0.256532,1449.877987,57569.988384,1.0000
0.32800,81241.34,287.69181,257.75657,8.716789,7.237048,61569.713867,6126.790089,0.017706,0.256546,1450.045087,57538.362528,1.0000
0.32810,81246.00,287.53368,257.77140,8.711998,7.237881,61580.328885,6120.056516,0.017708,0.256561,1450.211479,57506.735421,1.0000
0.32820,81250.63,287.37554,257.78617,8.707206,7.238710,61590.899381,6113.326384,0.017710,0.256576,1450.377163,57475.107088,1.0000
0.32830,81255.25,287.21739,257.80088,8.702414,7.239536,61601.425366,6106.599700,0.017712,0.256590,1450.542139,57443.477555,1.0000
0.32840,81259.84,287.05923,257.81552,8.697622,7.240358,61611.906853,6099.876469,0.017714,0.256605,1450.706409,57411.846848,1.0000
0.32850,81264.42,286.90107,257.83010,8.692830,7.241177,61622.343853,6093.156697,0.017716,0.256619,1450.869971,57380.214992,1.0000
0.32860,81268.97,286.74291,257.84461,8.688038,7.241993,61632.736379,6086.440390,0.017718,0.256634,1451.032826,57348.582014,1.0000
0.32870,81273.51,286.58474,257.85907,8.683246,7.242804,61643.084443,6079.727554,0.017720,0.256648,1451.194976,57316.947938,1.0000
0.32880,81278.02,286.42656,257.87345,8.678453,7.243613,61653.388057,6073.018195,0.017722,0.256662,1451.356419,57285.312791,1.0000
0.32890,81282.51,286.26838,257.88778,8.673660,7.244417,61663.647235,6066.312318,0.017724,0.256676,1451.517157,57253.676598,1.0000
0.32900,81286.99,286.11020,257.90204,8.668867,7.245219,61673.861987,6059.609929,0.017726,0.256690,1451.677189,57222.039384,1.0000
0.32910,81291.44,285.95201,257.91624,8.664074,7.246016,61684.032329,6052.911035,0.017728,0.256704,1451.836516,57190.401175,1.0000
0.32920,81295.88,285.79381,257.93037,8.659281,7.246810,61694.158271,6046.215640,0.017730,0.256718,1451.995139,57158.761997,1.0000
0.32930,81300.29,285.63561,257.94444,8.654488,7.247601,61704.239828,6039.523751,0.017732,0.256732,1452.153057,57127.121874,1.0000
0.32940,81304.69,285.47740,257.95845,8.649694,7.248388,61714.277011,6032.835373,0.017734,0.256746,1452.310271,57095.480834,1.0000
0.32950,81309.06,285.31919,257.97239,8.644901,7.249172,61724.269834,6026.150511,0.017736,0.256760,1452.466781,57063.838900,1.0000
0.32960,81313.42,285.16098,257.98627,8.640107,7.249952,61734.218311,6019.469173,0.017738,0.256774,1452.622588,57032.196099,1.0000
0.32970,81317.75,285.00276,258.00009,8.635313,7.250729,61744.122455,6012.791363,0.017740,0.256788,1452.777692,57000.552456,1.0000
0.32980,81322.07,284.84454,258.01384,8.630519,7.251502,61753.982278,6006.117086,0.017742,0.256801,1452.932093,56968.907996,1.0000
0.32990,81326.36,284.68631,258.02753,8.625725,7.252271,61763.797795,5999.446350,0.017743,0.256815,1453.085791,56937.262745,1.0000
0.33000,81330.64,284.52808,258.04116,8.620931,7.253037,61773.569018,5992.779158,0.017745,0.256828,1453.238788,56905.616728,1.0000
0.33010,81334.89,284.36985,258.05472,8.616137,7.253800,61783.295963,5986.115517,0.017747,0.256842,1453.391082,56873.969971,1.0000
0.33020,81339.13,284.21161,258.06822,8.611342,7.254559,61792.978642,5979.455433,0.017749,0.256855,1453.542675,56842.322498,1.0000
0.33030,81343.34,284.05337,258.08166,8.606548,7.255314,61802.617069,5972.798910,0.017751,0.256868,1453.693567,56810.674335,1.0000
0.33040,81347.54,283.89513,258.09504,8.601753,7.256066,61812.211258,5966.145955,0.017753,0.256882,1453.843758,56779.025508,1.0000
0.33050,81351.71,283.73688,258.10835,8.596958,7.256815,61821.761224,5959.496574,0.017754,0.256895,1453.993249,56747.376041,1.0000
0.33060,81355.87,283.57863,258.12160,8.592163,7.257560,61831.266980,5952.850770,0.017756,0.256908,1454.142039,56715.725960,1.0000
0.33070,81360.01,283.42038,258.13479,8.587368,7.258302,61840.728540,5946.208551,0.017758,0.256921,1454.290129,56684.075290,1.0000
